,Date,year,month,day,flow
7284,1970-12-11,1970,12,11,"4,9628"
7948,1970-12-12,1970,12,12,"7,0765"
8612,1970-12-13,1970,12,13,"5,8346"
9276,1970-12-14,1970,12,14,"4,684"
9940,1970-12-15,1970,12,15,"4,684"
10604,1970-12-16,1970,12,16,"5,2476"
11268,1970-12-17,1970,12,17,"5,8346"
11932,1970-12-18,1970,12,18,"5,8346"
12596,1970-12-19,1970,12,19,"5,8346"
13260,1970-12-20,1970,12,20,"11,6929"
13924,1970-12-21,1970,12,21,"19,4009"
14588,1970-12-22,1970,12,22,"15,367"
15252,1970-12-23,1970,12,23,"8,405"
15916,1970-12-24,1970,12,24,"6,7577"
16580,1970-12-25,1970,12,25,"6,1367"
17244,1970-12-26,1970,12,26,"5,2476"
17908,1970-12-27,1970,12,27,"5,2476"
18572,1970-12-28,1970,12,28,"5,2476"
19236,1970-12-29,1970,12,29,"5,2476"
19900,1970-12-30,1970,12,30,"8,7503"
20564,1970-12-31,1970,12,31,"7,4006"
643,1971-01-01,1971,1,1,"5,5382"
1307,1971-01-02,1971,1,2,"5,5382"
1971,1971-01-03,1971,1,3,"5,5382"
2635,1971-01-04,1971,1,4,"5,2476"
3299,1971-01-05,1971,1,5,"5,2476"
3963,1971-01-06,1971,1,6,"7,0765"
4627,1971-01-07,1971,1,7,"7,0765"
5291,1971-01-08,1971,1,8,"8,405"
5955,1971-01-09,1971,1,9,"5,5382"
6619,1971-01-10,1971,1,10,"6,1367"
7283,1971-01-11,1971,1,11,"6,1367"
7947,1971-01-12,1971,1,12,"7,0765"
8611,1971-01-13,1971,1,13,"6,1367"
9275,1971-01-14,1971,1,14,"11,3079"
9939,1971-01-15,1971,1,15,"12,0826"
10603,1971-01-16,1971,1,16,"12,0826"
11267,1971-01-17,1971,1,17,"9,1007"
11931,1971-01-18,1971,1,18,"10,1821"
12595,1971-01-19,1971,1,19,"7,7302"
13259,1971-01-20,1971,1,20,"7,7302"
13923,1971-01-21,1971,1,21,"7,7302"
14587,1971-01-22,1971,1,22,"8,405"
15251,1971-01-23,1971,1,23,"8,405"
15915,1971-01-24,1971,1,24,"5,5382"
16579,1971-01-25,1971,1,25,"5,5382"
17243,1971-01-26,1971,1,26,"5,2476"
17907,1971-01-27,1971,1,27,"4,684"
18571,1971-01-28,1971,1,28,"4,4112"
19235,1971-01-29,1971,1,29,"4,4112"
19899,1971-01-30,1971,1,30,"4,9628"
20563,1971-01-31,1971,1,31,"5,8346"
642,1971-02-01,1971,2,1,"4,9628"
1306,1971-02-02,1971,2,2,"4,9628"
1970,1971-02-03,1971,2,3,"4,9628"
2634,1971-02-04,1971,2,4,"5,8346"
3298,1971-02-05,1971,2,5,"4,9628"
3962,1971-02-06,1971,2,6,"4,4112"
4626,1971-02-07,1971,2,7,"4,4112"
5290,1971-02-08,1971,2,8,"12,477"
5954,1971-02-09,1971,2,9,"13,6882"
6618,1971-02-10,1971,2,10,"10,9278"
7282,1971-02-11,1971,2,11,"11,6929"
7946,1971-02-12,1971,2,12,"10,9278"
8610,1971-02-13,1971,2,13,"8,405"
9274,1971-02-14,1971,2,14,"7,4006"
9938,1971-02-15,1971,2,15,"7,4006"
10602,1971-02-16,1971,2,16,"7,0765"
11266,1971-02-17,1971,2,17,"7,0765"
11930,1971-02-18,1971,2,18,"6,7577"
12594,1971-02-19,1971,2,19,"8,065"
13258,1971-02-20,1971,2,20,"8,065"
13922,1971-02-21,1971,2,21,"9,1007"
14586,1971-02-22,1971,2,22,"8,065"
15250,1971-02-23,1971,2,23,"7,0765"
15914,1971-02-24,1971,2,24,"6,4444"
16578,1971-02-25,1971,2,25,"11,3079"
17242,1971-02-26,1971,2,26,"38,7634"
17906,1971-02-27,1971,2,27,"27,9307"
18570,1971-02-28,1971,2,28,"30,6531"
641,1971-03-01,1971,3,1,"24,7895"
1305,1971-03-02,1971,3,2,"15,7979"
1969,1971-03-03,1971,3,3,"12,0826"
2633,1971-03-04,1971,3,4,"16,2331"
3297,1971-03-05,1971,3,5,"13,6882"
3961,1971-03-06,1971,3,6,"18,0177"
4625,1971-03-07,1971,3,7,"16,6728"
5289,1971-03-08,1971,3,8,"14,1011"
5953,1971-03-09,1971,3,9,"12,8761"
6617,1971-03-10,1971,3,10,"14,9405"
7281,1971-03-11,1971,3,11,"13,6882"
7945,1971-03-12,1971,3,12,"13,6882"
8609,1971-03-13,1971,3,13,"13,6882"
9273,1971-03-14,1971,3,14,"12,0826"
9937,1971-03-15,1971,3,15,"12,0826"
10601,1971-03-16,1971,3,16,"11,3079"
11265,1971-03-17,1971,3,17,"10,1821"
11929,1971-03-18,1971,3,18,"9,8166"
12593,1971-03-19,1971,3,19,"9,8166"
13257,1971-03-20,1971,3,20,"9,4561"
13921,1971-03-21,1971,3,21,"9,4561"
14585,1971-03-22,1971,3,22,"12,0826"
15249,1971-03-23,1971,3,23,"12,0826"
15913,1971-03-24,1971,3,24,"16,2331"
16577,1971-03-25,1971,3,25,"14,5186"
17241,1971-03-26,1971,3,26,"12,477"
17905,1971-03-27,1971,3,27,"15,367"
18569,1971-03-28,1971,3,28,"18,0177"
19233,1971-03-29,1971,3,29,"21,3036"
19897,1971-03-30,1971,3,30,"18,4745"
20561,1971-03-31,1971,3,31,"16,2331"
640,1971-04-01,1971,4,1,"13,2798"
1304,1971-04-02,1971,4,2,"12,0826"
1968,1971-04-03,1971,4,3,"11,3079"
2632,1971-04-04,1971,4,4,"11,3079"
3296,1971-04-05,1971,4,5,"10,9278"
3960,1971-04-06,1971,4,6,"10,5525"
4624,1971-04-07,1971,4,7,"9,8166"
5288,1971-04-08,1971,4,8,"9,8166"
5952,1971-04-09,1971,4,9,"12,8761"
6616,1971-04-10,1971,4,10,"12,0826"
7280,1971-04-11,1971,4,11,"12,0826"
7944,1971-04-12,1971,4,12,"11,3079"
8608,1971-04-13,1971,4,13,"10,9278"
9272,1971-04-14,1971,4,14,"10,5525"
9936,1971-04-15,1971,4,15,"9,8166"
10600,1971-04-16,1971,4,16,"9,1007"
11264,1971-04-17,1971,4,17,"9,1007"
11928,1971-04-18,1971,4,18,"9,1007"
12592,1971-04-19,1971,4,19,"9,1007"
13256,1971-04-20,1971,4,20,"10,1821"
13920,1971-04-21,1971,4,21,"12,0826"
14584,1971-04-22,1971,4,22,"12,0826"
15248,1971-04-23,1971,4,23,"10,5525"
15912,1971-04-24,1971,4,24,"9,8166"
16576,1971-04-25,1971,4,25,"9,4561"
17240,1971-04-26,1971,4,26,"9,4561"
17904,1971-04-27,1971,4,27,"9,1007"
18568,1971-04-28,1971,4,28,"8,7503"
19232,1971-04-29,1971,4,29,"8,7503"
19896,1971-04-30,1971,4,30,"8,405"
639,1971-05-01,1971,5,1,"8,065"
1303,1971-05-02,1971,5,2,"8,405"
1967,1971-05-03,1971,5,3,"11,6929"
2631,1971-05-04,1971,5,4,"17,1168"
3295,1971-05-05,1971,5,5,"12,8761"
3959,1971-05-06,1971,5,6,"10,5525"
4623,1971-05-07,1971,5,7,"9,4561"
5287,1971-05-08,1971,5,8,"10,5525"
5951,1971-05-09,1971,5,9,"9,1007"
6615,1971-05-10,1971,5,10,"8,405"
7279,1971-05-11,1971,5,11,"8,405"
7943,1971-05-12,1971,5,12,"8,065"
8607,1971-05-13,1971,5,13,"8,065"
9271,1971-05-14,1971,5,14,"8,065"
9935,1971-05-15,1971,5,15,"7,7302"
10599,1971-05-16,1971,5,16,"7,7302"
11263,1971-05-17,1971,5,17,"8,405"
11927,1971-05-18,1971,5,18,"8,065"
12591,1971-05-19,1971,5,19,"8,065"
13255,1971-05-20,1971,5,20,"8,405"
13919,1971-05-21,1971,5,21,"8,405"
14583,1971-05-22,1971,5,22,"8,065"
15247,1971-05-23,1971,5,23,"7,7302"
15911,1971-05-24,1971,5,24,"7,4006"
16575,1971-05-25,1971,5,25,"7,0765"
17239,1971-05-26,1971,5,26,"7,0765"
17903,1971-05-27,1971,5,27,"7,7302"
18567,1971-05-28,1971,5,28,"7,4006"
19231,1971-05-29,1971,5,29,"7,4006"
19895,1971-05-30,1971,5,30,"7,0765"
20559,1971-05-31,1971,5,31,"7,0765"
638,1971-06-01,1971,6,1,"6,7577"
1302,1971-06-02,1971,6,2,"6,7577"
1966,1971-06-03,1971,6,3,"6,4444"
2630,1971-06-04,1971,6,4,"6,4444"
3294,1971-06-05,1971,6,5,"6,4444"
3958,1971-06-06,1971,6,6,"6,4444"
4622,1971-06-07,1971,6,7,"6,1367"
5286,1971-06-08,1971,6,8,"6,1367"
5950,1971-06-09,1971,6,9,"6,1367"
6614,1971-06-10,1971,6,10,"6,4444"
7278,1971-06-11,1971,6,11,"6,4444"
7942,1971-06-12,1971,6,12,"6,4444"
8606,1971-06-13,1971,6,13,"6,1367"
9270,1971-06-14,1971,6,14,"6,1367"
9934,1971-06-15,1971,6,15,"6,1367"
10598,1971-06-16,1971,6,16,"6,1367"
11262,1971-06-17,1971,6,17,"6,1367"
11926,1971-06-18,1971,6,18,"6,1367"
12590,1971-06-19,1971,6,19,"9,4561"
13254,1971-06-20,1971,6,20,"10,9278"
13918,1971-06-21,1971,6,21,"9,1007"
14582,1971-06-22,1971,6,22,"8,405"
15246,1971-06-23,1971,6,23,"8,065"
15910,1971-06-24,1971,6,24,"6,4444"
16574,1971-06-25,1971,6,25,"6,4444"
17238,1971-06-26,1971,6,26,"6,1367"
17902,1971-06-27,1971,6,27,"5,8346"
18566,1971-06-28,1971,6,28,"5,5382"
19230,1971-06-29,1971,6,29,"5,5382"
19894,1971-06-30,1971,6,30,"5,5382"
637,1971-07-01,1971,7,1,"5,2476"
1301,1971-07-02,1971,7,2,"5,2476"
1965,1971-07-03,1971,7,3,"5,2476"
2629,1971-07-04,1971,7,4,"5,2476"
3293,1971-07-05,1971,7,5,"4,9628"
3957,1971-07-06,1971,7,6,"4,9628"
4621,1971-07-07,1971,7,7,"4,9628"
5285,1971-07-08,1971,7,8,"4,9628"
5949,1971-07-09,1971,7,9,"4,684"
6613,1971-07-10,1971,7,10,"4,684"
7277,1971-07-11,1971,7,11,"4,684"
7941,1971-07-12,1971,7,12,"4,4112"
8605,1971-07-13,1971,7,13,"4,4112"
9269,1971-07-14,1971,7,14,"4,4112"
9933,1971-07-15,1971,7,15,"4,4112"
10597,1971-07-16,1971,7,16,"4,4112"
11261,1971-07-17,1971,7,17,"4,4112"
11925,1971-07-18,1971,7,18,"4,4112"
12589,1971-07-19,1971,7,19,"4,1445"
13253,1971-07-20,1971,7,20,"4,1445"
13917,1971-07-21,1971,7,21,"4,1445"
14581,1971-07-22,1971,7,22,"3,884"
15245,1971-07-23,1971,7,23,"3,884"
15909,1971-07-24,1971,7,24,"3,884"
16573,1971-07-25,1971,7,25,"3,884"
17237,1971-07-26,1971,7,26,"3,6299"
17901,1971-07-27,1971,7,27,"3,6299"
18565,1971-07-28,1971,7,28,"3,3822"
19229,1971-07-29,1971,7,29,"3,1411"
19893,1971-07-30,1971,7,30,"4,1445"
20557,1971-07-31,1971,7,31,"5,5382"
636,1971-08-01,1971,8,1,"5,2476"
1300,1971-08-02,1971,8,2,"4,9628"
1964,1971-08-03,1971,8,3,"4,9628"
2628,1971-08-04,1971,8,4,"4,684"
3292,1971-08-05,1971,8,5,"4,4112"
3956,1971-08-06,1971,8,6,"3,884"
4620,1971-08-07,1971,8,7,"3,884"
5284,1971-08-08,1971,8,8,"3,6299"
5948,1971-08-09,1971,8,9,"3,6299"
6612,1971-08-10,1971,8,10,"3,3822"
7276,1971-08-11,1971,8,11,"3,3822"
7940,1971-08-12,1971,8,12,"3,3822"
8604,1971-08-13,1971,8,13,"3,3822"
9268,1971-08-14,1971,8,14,"3,1411"
9932,1971-08-15,1971,8,15,"3,1411"
10596,1971-08-16,1971,8,16,"3,1411"
11260,1971-08-17,1971,8,17,"3,1411"
11924,1971-08-18,1971,8,18,"3,1411"
12588,1971-08-19,1971,8,19,"2,9066"
13252,1971-08-20,1971,8,20,"2,9066"
13916,1971-08-21,1971,8,21,"2,9066"
14580,1971-08-22,1971,8,22,"2,9066"
15244,1971-08-23,1971,8,23,"2,9066"
15908,1971-08-24,1971,8,24,"2,9066"
16572,1971-08-25,1971,8,25,"2,679"
17236,1971-08-26,1971,8,26,"2,679"
17900,1971-08-27,1971,8,27,"2,679"
18564,1971-08-28,1971,8,28,"2,679"
19228,1971-08-29,1971,8,29,"2,679"
19892,1971-08-30,1971,8,30,"2,679"
20556,1971-08-31,1971,8,31,"2,4583"
635,1971-09-01,1971,9,1,"2,4583"
1299,1971-09-02,1971,9,2,"2,4583"
1963,1971-09-03,1971,9,3,"2,4583"
2627,1971-09-04,1971,9,4,"2,4583"
3291,1971-09-05,1971,9,5,"2,4583"
3955,1971-09-06,1971,9,6,"2,4583"
4619,1971-09-07,1971,9,7,"2,4583"
5283,1971-09-08,1971,9,8,"2,4583"
5947,1971-09-09,1971,9,9,"2,4583"
6611,1971-09-10,1971,9,10,"2,4583"
7275,1971-09-11,1971,9,11,"2,679"
7939,1971-09-12,1971,9,12,"2,679"
8603,1971-09-13,1971,9,13,"3,1411"
9267,1971-09-14,1971,9,14,"3,1411"
9931,1971-09-15,1971,9,15,"3,1411"
10595,1971-09-16,1971,9,16,"2,9066"
11259,1971-09-17,1971,9,17,"2,679"
11923,1971-09-18,1971,9,18,"2,4583"
12587,1971-09-19,1971,9,19,"2,4583"
13251,1971-09-20,1971,9,20,"2,2447"
13915,1971-09-21,1971,9,21,"2,2447"
14579,1971-09-22,1971,9,22,"2,2447"
15243,1971-09-23,1971,9,23,"2,2447"
15907,1971-09-24,1971,9,24,"2,2447"
16571,1971-09-25,1971,9,25,"2,4583"
17235,1971-09-26,1971,9,26,"2,4583"
17899,1971-09-27,1971,9,27,"3,3822"
18563,1971-09-28,1971,9,28,"3,3822"
19227,1971-09-29,1971,9,29,"3,1411"
19891,1971-09-30,1971,9,30,"3,1411"
634,1971-10-01,1971,10,1,"4,1445"
1298,1971-10-02,1971,10,2,"7,4006"
1962,1971-10-03,1971,10,3,"5,2476"
2626,1971-10-04,1971,10,4,"4,1445"
3290,1971-10-05,1971,10,5,"3,884"
3954,1971-10-06,1971,10,6,"3,3822"
4618,1971-10-07,1971,10,7,"3,3822"
5282,1971-10-08,1971,10,8,"3,1411"
5946,1971-10-09,1971,10,9,"3,1411"
6610,1971-10-10,1971,10,10,"3,3822"
7274,1971-10-11,1971,10,11,"4,4112"
7938,1971-10-12,1971,10,12,"5,2476"
8602,1971-10-13,1971,10,13,"5,2476"
9266,1971-10-14,1971,10,14,"4,9628"
9930,1971-10-15,1971,10,15,"4,684"
10594,1971-10-16,1971,10,16,"3,6299"
11258,1971-10-17,1971,10,17,"14,1011"
11922,1971-10-18,1971,10,18,"7,7302"
12586,1971-10-19,1971,10,19,"6,1367"
13250,1971-10-20,1971,10,20,"4,9628"
13914,1971-10-21,1971,10,21,"4,4112"
14578,1971-10-22,1971,10,22,"4,4112"
15242,1971-10-23,1971,10,23,"3,6299"
15906,1971-10-24,1971,10,24,"3,6299"
16570,1971-10-25,1971,10,25,"4,684"
17234,1971-10-26,1971,10,26,"4,4112"
17898,1971-10-27,1971,10,27,"3,6299"
18562,1971-10-28,1971,10,28,"3,6299"
19226,1971-10-29,1971,10,29,"4,684"
19890,1971-10-30,1971,10,30,"4,684"
20554,1971-10-31,1971,10,31,"4,4112"
633,1971-11-01,1971,11,1,"4,9628"
1297,1971-11-02,1971,11,2,"5,5382"
1961,1971-11-03,1971,11,3,"10,1821"
2625,1971-11-04,1971,11,4,"20,8218"
3289,1971-11-05,1971,11,5,"25,3033"
3953,1971-11-06,1971,11,6,"17,5651"
4617,1971-11-07,1971,11,7,"5,8346"
5281,1971-11-08,1971,11,8,"5,8346"
5945,1971-11-09,1971,11,9,"7,0765"
6609,1971-11-10,1971,11,10,"5,2476"
7273,1971-11-11,1971,11,11,"5,2476"
7937,1971-11-12,1971,11,12,"4,684"
8601,1971-11-13,1971,11,13,"7,0765"
9265,1971-11-14,1971,11,14,"6,1367"
9929,1971-11-15,1971,11,15,"4,684"
10593,1971-11-16,1971,11,16,"3,884"
11257,1971-11-17,1971,11,17,"3,884"
11921,1971-11-18,1971,11,18,"3,884"
12585,1971-11-19,1971,11,19,"5,8346"
13249,1971-11-20,1971,11,20,"12,477"
13913,1971-11-21,1971,11,21,"8,405"
14577,1971-11-22,1971,11,22,"6,1367"
15241,1971-11-23,1971,11,23,"5,5382"
15905,1971-11-24,1971,11,24,"6,4444"
16569,1971-11-25,1971,11,25,"8,065"
17233,1971-11-26,1971,11,26,"6,7577"
17897,1971-11-27,1971,11,27,"5,2476"
18561,1971-11-28,1971,11,28,"13,6882"
19225,1971-11-29,1971,11,29,"10,1821"
19889,1971-11-30,1971,11,30,"7,0765"
632,1971-12-01,1971,12,1,"6,1367"
1296,1971-12-02,1971,12,2,"5,8346"
1960,1971-12-03,1971,12,3,"6,4444"
2624,1971-12-04,1971,12,4,"7,0765"
3288,1971-12-05,1971,12,5,"6,4444"
3952,1971-12-06,1971,12,6,"6,4444"
4616,1971-12-07,1971,12,7,"7,4006"
5280,1971-12-08,1971,12,8,"8,405"
5944,1971-12-09,1971,12,9,"11,6929"
6608,1971-12-10,1971,12,10,"25,3033"
7272,1971-12-11,1971,12,11,"27,9307"
7936,1971-12-12,1971,12,12,"28,4676"
8600,1971-12-13,1971,12,13,"20,344"
9264,1971-12-14,1971,12,14,"14,9405"
9928,1971-12-15,1971,12,15,"12,0826"
10592,1971-12-16,1971,12,16,"19,4009"
11256,1971-12-17,1971,12,17,"16,2331"
11920,1971-12-18,1971,12,18,"38,1609"
12584,1971-12-19,1971,12,19,"29,5529"
13248,1971-12-20,1971,12,20,"21,7896"
13912,1971-12-21,1971,12,21,"16,6728"
14576,1971-12-22,1971,12,22,"18,9356"
15240,1971-12-23,1971,12,23,"17,5651"
15904,1971-12-24,1971,12,24,"52,8796"
16568,1971-12-25,1971,12,25,"103,6152"
17232,1971-12-26,1971,12,26,"88,2748"
17896,1971-12-27,1971,12,27,"44,3416"
18560,1971-12-28,1971,12,28,"67,8145"
19224,1971-12-29,1971,12,29,"36,9664"
19888,1971-12-30,1971,12,30,"29,5529"
20552,1971-12-31,1971,12,31,"19,8704"
631,1972-01-01,1972,1,1,"18,9356"
1295,1972-01-02,1972,1,2,"18,0177"
1959,1972-01-03,1972,1,3,"18,0177"
2623,1972-01-04,1972,1,4,"17,1168"
3287,1972-01-05,1972,1,5,"17,1168"
3951,1972-01-06,1972,1,6,"16,6728"
4615,1972-01-07,1972,1,7,"16,2331"
5279,1972-01-08,1972,1,8,"19,4009"
5943,1972-01-09,1972,1,9,"22,2795"
6607,1972-01-10,1972,1,10,"20,344"
7271,1972-01-11,1972,1,11,"22,2795"
7935,1972-01-12,1972,1,12,"21,7896"
8599,1972-01-13,1972,1,13,"20,344"
9263,1972-01-14,1972,1,14,"22,7736"
9927,1972-01-15,1972,1,15,"29,5529"
10591,1972-01-16,1972,1,16,"24,2796"
11255,1972-01-17,1972,1,17,"21,7896"
11919,1972-01-18,1972,1,18,"20,344"
12583,1972-01-19,1972,1,19,"20,8218"
13247,1972-01-20,1972,1,20,"26,8682"
13911,1972-01-21,1972,1,21,"23,2716"
14575,1972-01-22,1972,1,22,"20,344"
15239,1972-01-23,1972,1,23,"21,3036"
15903,1972-01-24,1972,1,24,"21,3036"
16567,1972-01-25,1972,1,25,"25,8211"
17231,1972-01-26,1972,1,26,"26,3427"
17895,1972-01-27,1972,1,27,"31,7682"
18559,1972-01-28,1972,1,28,"32,3313"
19223,1972-01-29,1972,1,29,"26,8682"
19887,1972-01-30,1972,1,30,"32,3313"
20551,1972-01-31,1972,1,31,"36,9664"
630,1972-02-01,1972,2,1,"33,4684"
1294,1972-02-02,1972,2,2,"43,7081"
1958,1972-02-03,1972,2,3,"39,3694"
2622,1972-02-04,1972,2,4,"31,7682"
3286,1972-02-05,1972,2,5,"41,8281"
3950,1972-02-06,1972,2,6,"39,3694"
4614,1972-02-07,1972,2,7,"30,6531"
5278,1972-02-08,1972,2,8,"27,9307"
5942,1972-02-09,1972,2,9,"26,8682"
6606,1972-02-10,1972,2,10,"30,1012"
7270,1972-02-11,1972,2,11,"31,7682"
7934,1972-02-12,1972,2,12,"32,3313"
8598,1972-02-13,1972,2,13,"28,4676"
9262,1972-02-14,1972,2,14,"32,8981"
9926,1972-02-15,1972,2,15,"32,3313"
10590,1972-02-16,1972,2,16,"30,1012"
11254,1972-02-17,1972,2,17,"26,8682"
11918,1972-02-18,1972,2,18,"29,5529"
12582,1972-02-19,1972,2,19,"26,8682"
13246,1972-02-20,1972,2,20,"25,8211"
13910,1972-02-21,1972,2,21,"27,9307"
14574,1972-02-22,1972,2,22,"26,8682"
15238,1972-02-23,1972,2,23,"25,8211"
15902,1972-02-24,1972,2,24,"25,3033"
16566,1972-02-25,1972,2,25,"25,8211"
17230,1972-02-26,1972,2,26,"27,9307"
17894,1972-02-27,1972,2,27,"25,8211"
18558,1972-02-28,1972,2,28,"26,8682"
19222,1972-02-29,1972,2,29,"31,2088"
629,1972-03-01,1972,3,1,"32,8981"
1293,1972-03-02,1972,3,2,"27,9307"
1957,1972-03-03,1972,3,3,"25,8211"
2621,1972-03-04,1972,3,4,"24,2796"
3285,1972-03-05,1972,3,5,"25,8211"
3949,1972-03-06,1972,3,6,"29,0084"
4613,1972-03-07,1972,3,7,"27,3975"
5277,1972-03-08,1972,3,8,"25,8211"
5941,1972-03-09,1972,3,9,"25,3033"
6605,1972-03-10,1972,3,10,"25,3033"
7269,1972-03-11,1972,3,11,"24,7895"
7933,1972-03-12,1972,3,12,"24,7895"
8597,1972-03-13,1972,3,13,"25,8211"
9261,1972-03-14,1972,3,14,"25,3033"
9925,1972-03-15,1972,3,15,"22,7736"
10589,1972-03-16,1972,3,16,"22,7736"
11253,1972-03-17,1972,3,17,"23,2716"
11917,1972-03-18,1972,3,18,"27,3975"
12581,1972-03-19,1972,3,19,"36,3745"
13245,1972-03-20,1972,3,20,"55,6175"
13909,1972-03-21,1972,3,21,"50,86"
14573,1972-03-22,1972,3,22,"33,4684"
15237,1972-03-23,1972,3,23,"29,5529"
15901,1972-03-24,1972,3,24,"27,9307"
16565,1972-03-25,1972,3,25,"25,8211"
17229,1972-03-26,1972,3,26,"26,3427"
17893,1972-03-27,1972,3,27,"25,8211"
18557,1972-03-28,1972,3,28,"25,3033"
19221,1972-03-29,1972,3,29,"24,7895"
19885,1972-03-30,1972,3,30,"24,7895"
20549,1972-03-31,1972,3,31,"25,8211"
628,1972-04-01,1972,4,1,"24,7895"
1292,1972-04-02,1972,4,2,"23,2716"
1956,1972-04-03,1972,4,3,"25,8211"
2620,1972-04-04,1972,4,4,"38,1609"
3284,1972-04-05,1972,4,5,"38,1609"
3948,1972-04-06,1972,4,6,"34,0425"
4612,1972-04-07,1972,4,7,"32,3313"
5276,1972-04-08,1972,4,8,"52,2031"
5940,1972-04-09,1972,4,9,"39,9789"
6604,1972-04-10,1972,4,10,"33,4684"
7268,1972-04-11,1972,4,11,"27,3975"
7932,1972-04-12,1972,4,12,"25,8211"
8596,1972-04-13,1972,4,13,"25,8211"
9260,1972-04-14,1972,4,14,"25,3033"
9924,1972-04-15,1972,4,15,"24,7895"
10588,1972-04-16,1972,4,16,"25,3033"
11252,1972-04-17,1972,4,17,"24,7895"
11916,1972-04-18,1972,4,18,"23,2716"
12580,1972-04-19,1972,4,19,"22,7736"
13244,1972-04-20,1972,4,20,"22,2795"
13908,1972-04-21,1972,4,21,"22,2795"
14572,1972-04-22,1972,4,22,"22,2795"
15236,1972-04-23,1972,4,23,"22,2795"
15900,1972-04-24,1972,4,24,"21,7896"
16564,1972-04-25,1972,4,25,"21,7896"
17228,1972-04-26,1972,4,26,"21,7896"
17892,1972-04-27,1972,4,27,"21,7896"
18556,1972-04-28,1972,4,28,"21,3036"
19220,1972-04-29,1972,4,29,"21,3036"
19884,1972-04-30,1972,4,30,"21,3036"
627,1972-05-01,1972,5,1,"20,8218"
1291,1972-05-02,1972,5,2,"21,3036"
1955,1972-05-03,1972,5,3,"20,8218"
2619,1972-05-04,1972,5,4,"20,8218"
3283,1972-05-05,1972,5,5,"20,344"
3947,1972-05-06,1972,5,6,"20,344"
4611,1972-05-07,1972,5,7,"20,344"
5275,1972-05-08,1972,5,8,"19,8704"
5939,1972-05-09,1972,5,9,"19,8704"
6603,1972-05-10,1972,5,10,"19,8704"
7267,1972-05-11,1972,5,11,"19,4009"
7931,1972-05-12,1972,5,12,"19,4009"
8595,1972-05-13,1972,5,13,"19,4009"
9259,1972-05-14,1972,5,14,"18,9356"
9923,1972-05-15,1972,5,15,"18,4745"
10587,1972-05-16,1972,5,16,"18,0177"
11251,1972-05-17,1972,5,17,"18,0177"
11915,1972-05-18,1972,5,18,"18,9356"
12579,1972-05-19,1972,5,19,"18,4745"
13243,1972-05-20,1972,5,20,"18,0177"
13907,1972-05-21,1972,5,21,"18,0177"
14571,1972-05-22,1972,5,22,"18,0177"
15235,1972-05-23,1972,5,23,"18,9356"
15899,1972-05-24,1972,5,24,"22,7736"
16563,1972-05-25,1972,5,25,"29,5529"
17227,1972-05-26,1972,5,26,"24,2796"
17891,1972-05-27,1972,5,27,"20,8218"
18555,1972-05-28,1972,5,28,"19,8704"
19219,1972-05-29,1972,5,29,"18,9356"
19883,1972-05-30,1972,5,30,"18,0177"
20547,1972-05-31,1972,5,31,"17,5651"
626,1972-06-01,1972,6,1,"17,5651"
1290,1972-06-02,1972,6,2,"17,1168"
1954,1972-06-03,1972,6,3,"17,1168"
2618,1972-06-04,1972,6,4,"17,1168"
3282,1972-06-05,1972,6,5,"17,1168"
3946,1972-06-06,1972,6,6,"16,6728"
4610,1972-06-07,1972,6,7,"16,6728"
5274,1972-06-08,1972,6,8,"16,6728"
5938,1972-06-09,1972,6,9,"16,2331"
6602,1972-06-10,1972,6,10,"16,2331"
7266,1972-06-11,1972,6,11,"16,2331"
7930,1972-06-12,1972,6,12,"16,2331"
8594,1972-06-13,1972,6,13,"16,2331"
9258,1972-06-14,1972,6,14,"15,7979"
9922,1972-06-15,1972,6,15,"15,7979"
10586,1972-06-16,1972,6,16,"15,367"
11250,1972-06-17,1972,6,17,"15,367"
11914,1972-06-18,1972,6,18,"15,367"
12578,1972-06-19,1972,6,19,"15,367"
13242,1972-06-20,1972,6,20,"15,367"
13906,1972-06-21,1972,6,21,"15,367"
14570,1972-06-22,1972,6,22,"15,367"
15234,1972-06-23,1972,6,23,"14,9405"
15898,1972-06-24,1972,6,24,"14,9405"
16562,1972-06-25,1972,6,25,"14,9405"
17226,1972-06-26,1972,6,26,"14,5186"
17890,1972-06-27,1972,6,27,"14,5186"
18554,1972-06-28,1972,6,28,"14,1011"
19218,1972-06-29,1972,6,29,"14,1011"
19882,1972-06-30,1972,6,30,"14,1011"
625,1972-07-01,1972,7,1,"13,6882"
1289,1972-07-02,1972,7,2,"13,6882"
1953,1972-07-03,1972,7,3,"13,6882"
2617,1972-07-04,1972,7,4,"13,2798"
3281,1972-07-05,1972,7,5,"13,2798"
3945,1972-07-06,1972,7,6,"13,2798"
4609,1972-07-07,1972,7,7,"12,8761"
5273,1972-07-08,1972,7,8,"18,0177"
5937,1972-07-09,1972,7,9,"18,0177"
6601,1972-07-10,1972,7,10,"15,7979"
7265,1972-07-11,1972,7,11,"15,367"
7929,1972-07-12,1972,7,12,"14,9405"
8593,1972-07-13,1972,7,13,"18,0177"
9257,1972-07-14,1972,7,14,"20,8218"
9921,1972-07-15,1972,7,15,"16,6728"
10585,1972-07-16,1972,7,16,"16,2331"
11249,1972-07-17,1972,7,17,"15,7979"
11913,1972-07-18,1972,7,18,"14,9405"
